Title,Authors,Year,Keywords,Abstract,URL,Relevance
Opportunities for entrepreneurship education in an era of curriculum change in Ireland: The case of an innovative Irish second level school,"M Danaher, G Slattery - 2015 - digibug.ugr.es",G Slattery - 2015 - digibug.ugr.es,,"… Regarding the latter point, it is important to reflect that the school‟s ability to provide 
technology to its students in this study is a result of a unique and stand-alone partnership with a …",https://digibug.ugr.es/handle/10481/42912,True
"Co-creation of Entrepreneurship Education: Challenges and Opportunities for University, Industry and Public Sector Collaboration in Nigeria","O Kolade, E Osabuohien, A Aremu… - … Entrepreneurship, 2021 - Springer",2021 - Springer,,"… stakeholders can facilitate improved delivery and better outcomes of … entrepreneurship 
education, in many instances making it compulsory for all students enrolled in higher education …",https://link.springer.com/chapter/10.1007/978-3-030-75894-3_11,True
Toward a Female Entrepreneurship Education Curriculum in Saudi Arabia,"HA Khalaf, WS El-Hassan, AT Aldossari… - … of Entrepreneurship …, 2021 - search.proquest.com",2021 - search.proquest.com,,"… it perturbing that any generic entrepreneurship education is … entrepreneurship course (not 
plural) to business students only… Efforts to promote entrepreneurship education and provide …",https://search.proquest.com/openview/75bc78b772a6e5de4c86d9d75f3631c6/1?pq-origsite=gscholar&cbl=28224,True
Entrepreneurship Education in HEIs: Comparing Innovative Teaching Methods and Curriculum Design Approaches-A Multiple Case Study of 5 European HEIs,"A Kuchera, D Redman - 2020 - gupea.ub.gu.se",D Redman - 2020 - gupea.ub.gu.se,,"… of practices used in delivering entrepreneurship education. The thematic analysis … of 
student-teacher interaction within the process of entrepreneurial education and what principles it …",https://gupea.ub.gu.se/handle/2077/65789,True
The Impact of Entrepreneurship Education Towards Self-employment Intention Among University Students,"AHH FADZILAH, WANMHWAN HUSSAIN - Quantum Journal of Social …, 2021 - qjoest.com",2021 - qjoest.com,,"… reason is because entrepreneurship education can provide … of self-employment among 
university students. By so doing, … entrepreneurship education towards self-employment and it’s …",https://qjoest.com/qjssh/index.php/qjssh/article/view/37,True
Analysis on Innovation and Entrepreneurship Education in Foreign Universities and its Enlightenment to Domestic Universities,"Z Gao, W Wu, J Zhang - … International Conference on Education …, 2018 - atlantis-press.com",2018 - atlantis-press.com,,"… We hope to provide reference for domestic innovation and … and entrepreneurship education 
for college students. After 70 … entrepreneurship education develops well mainly because it …",https://www.atlantis-press.com/proceedings/icemaess-18/25906321,True
INCLUSIVE DIGITAL APPROACHES FOR ENTREPRENEURSHIP AND ENTREPRENEURIAL LEARNING,"I Hamburg - INTED2022 Proceedings, 2022 - library.iated.org",2022 - library.iated.org,,"… Reflective learning journals provide a place for learners to record observations of … 
Within entrepreneurship education as well in all education forms it is necessary to develop …",https://library.iated.org/view/HAMBURG2022INC,True
THE ROLE OF HISTORICAL PERSPECTIVES IN PROMOTING THE DEVELOPMENT OF ENTREPRENEURSHIP EDUCATION IN ISLAMIC HIGHER EDUCATION,"E Sonita - Baltic Journal of Law & Politics, 2022 - versita.com",2022 - versita.com,,"… tries to provide a view of the meaning of entrepreneurship in … , it can offer better guidance 
for entrepreneurship education … to form students' mental attitudes and business independence …",https://versita.com/menuscript/index.php/Versita/article/view/502,True
"Strategies for enhancing mentorship of in entrepreneurship: a case study of undergraduate students of Kwame Nkrumah University Kabwe, Zambia.",H Daka - 2021 - dspace.unza.zm,H Daka - 2021 - dspace.unza.zm,,"… it is affirmed that entrepreneurship education may serve as a tool for fostering social inclusion 
and that it … Entrepreneurship is also expected to provide the youth graduates with adequate …",http://dspace.unza.zm/handle/123456789/7713,True
The role of higher education in promoting entrepreneurship education: the case of public universities in Tanzania,P Kalimasi - 2014 - scholar.mzumbe.ac.tz,P Kalimasi - 2014 - scholar.mzumbe.ac.tz,,"… It is argued that integrating entrepreneurship education into the … role of the universities to 
provide entrepreneurship education. … It gives the students a sense of what entrepreneurship is …",http://scholar.mzumbe.ac.tz/handle/11192/529,True
Success factors of academic entrepreneurship education: a new approach,"O Thomas, T Wulf - … of Entrepreneurship and Small Business, 2021 - inderscienceonline.com",2021 - inderscienceonline.com,,"… studies of entrepreneurship education do not provide support … and methods, we propose that 
it is necessary to select course … It includes teaching students the ‘know-how’ competencies (…",https://www.inderscienceonline.com/doi/abs/10.1504/IJESB.2021.117346,True
"E-learning in business and entrepreneurship: an evidence of Serbia, Iran and India","M Radović-Marković, A Salamzadeh… - Ecologica: nauka …, 2012 - ebooks.ien.bg.ac.rs",2012 - ebooks.ien.bg.ac.rs,,"… hand, has made the UT offer virtual learning as a new way for delivering entrepreneurship … 
elearning technology to entrepreneurship education. However, it is important to determine if e-…",http://ebooks.ien.bg.ac.rs/849/,True
… AND CHALLENGES OF TRANSFORMING CITRUS FRUIT FARMERSâ€™ ECONOMY THROUGH ICT DELIVERED ENTREPRENEURSHIP EDUCATION IN …,"MA Tambwe - Business Education Journal, 2017 - bej.cbe.ac.tz",2017 - bej.cbe.ac.tz,,"… and challenges of using ICT delivered entrepreneurship education to transform rural farmersâ… 
the entrepreneurial spirit and skills of farmers by ensuring that entrepreneurship education …",https://bej.cbe.ac.tz/index.php/bej/article/view/114,True
The role of entrepreneurship education in Finnish high schools,I Arensburg - 2015 - aaltodoc.aalto.fi,I Arensburg - 2015 - aaltodoc.aalto.fi,,"… and promote entrepreneurship education among students. … Thus, this thesis aims to deliver 
more detailed outcomes of the … talk about entrepreneurship education, we take it for granted …",https://aaltodoc.aalto.fi/handle/123456789/15902,True
Research on E-commerce Entrepreneurship Education in Higher Vocational College,"X Rong - 2018 2nd International Conference on Education …, 2018 - atlantis-press.com",2018 - atlantis-press.com,,"… of e-commerce entrepreneurship education for college students in … -commerce entrepreneurs 
provide entrepreneurship education and … It can let enterprises enter the campus, provide …",https://www.atlantis-press.com/proceedings/icesem-18/25901107,True
"The links between role of educators, selfdirected learning, constructivist learning environment and entrepreneurial endeavor: Technology entrepreneurship …","R Ngah, J Junid, CA Osman - … of Learning, Teaching and Educational …, 2019 - ijlter.net",2019 - ijlter.net,,"… approach in technology entrepreneurship education. Many … tests to be carried out and 
provide more information to address the … constructivism on students' learning style, therefore it is …",http://ijlter.net/index.php/ijlter/article/view/466,True
Contemporary employability skills needed for learners to succeed in the civil technology field in the 4IR era,"TI Mtshali, SM Ramaligela - Journal of Technical Education …, 2020 - publisher.uthm.edu.my",2020 - publisher.uthm.edu.my,,"… It is a norm for teachers to encourage their learners to … education needs to capacitate learners 
with entrepreneurial skills, … that they are competent to provide entrepreneurship education. …",https://publisher.uthm.edu.my/ojs/index.php/JTET/article/view/6325,True
[PDF][PDF] Embedding Entrepreneurship Education in Vietnamese TVET towards the 4th Industrial Revolution,"HTH Tien, NTT Binh, NH Chuc - Int J Sci Res Publ, 2019 - csdlkhoahoc.hueuni.edu.vn",2019 - csdlkhoahoc.hueuni.edu.vn,,"… is a hot term that educational institutions are on a race to apply it to their training program … 
tie between higher education and entrepreneurs, and to provide students with opportunities to …",https://csdlkhoahoc.hueuni.edu.vn/data/2019/10/Embedding_EE_in_Vietnamese_TVET_towards_the_4th_industrial_revolution-p8759.pdf,True
Push and pull factor in an entry into an employment route: a study of nurtured entrepreneurship students,"MN Zainuddin, H Ismail - … Journal of Entrepreneurship and …, 2011 - inderscienceonline.com",2011 - inderscienceonline.com,,"… , reviewing entrepreneurship education delivery and improving the perception of entrepreneurship 
… and skills, it might affect the delivery of EE to the students thus affect their self-efficacy. …",https://www.inderscienceonline.com/doi/abs/10.1504/IJESB.2011.041839,True
ENTREPRENEURIAL SCHOOL PROJECTS IN EU'S ERASMUS PROGRAMME: AN EVALUATION WITH REGARD TO STANDARDS OF ENTREPRENEURSHIP …,"G Seeber - Journal of Entrepreneurship Education, 2021 - search.proquest.com",2021 - search.proquest.com,,"… education, while before it had mostly been part of business training courses and … arrangements 
in entrepreneurship education. Additional research tasks for the students provide best …",https://search.proquest.com/openview/d48e1380a2d6a80d2a493a053b6bca39/1?pq-origsite=gscholar&cbl=28224,True
University Science Park Based Construction Mode of Innovation and Entrepreneurship Education Practice Platform,"S Yang - 3rd Annual International Conference on Management …, 2017 - atlantis-press.com",2017 - atlantis-press.com,,"… It is the best base for entrepreneurship education practice of college and university 
students… team are established to provide nanny one-on-one business counseling to students' …",https://www.atlantis-press.com/proceedings/icmesd-17/25879789,True
"[PDF][PDF] Teachers, curriculum reform for entrepreneurship education in Nigeria: Issues and consequences","AS Bunmi, AG Taiwo - … Current Studies in Comparative Education …, 2017 - journal.iscest.org",2017 - journal.iscest.org,,"… development and on how to implement entrepreneurship education. In addition, it becomes 
… ’ perception of entrepreneurship education of basic education students’ in Rivers East …",http://www.journal.iscest.org/wp-content/uploads/2018/10/Adebayo-Adebayo.pdf,True
On Cultivating Innovative Entrepreneurship Education of Local Agricultural University Students,"H Li, L Zhou, Y Yuan - 7th International Conference on Education …, 2017 - atlantis-press.com",2017 - atlantis-press.com,,"… results, it is timely to carry out the reform of the innovation and entrepreneurship education 
… of innovation and entrepreneurship education to provide some ways to learn and help. …",https://www.atlantis-press.com/proceedings/emim-17/25879260,True
The development of entrepreneurship in Nigeria is the gateway to youth empowerment,"OB Onuorah - The International Journal of Science and …, 2014 - search.proquest.com",2014 - search.proquest.com,,"… Entrepreneurship education seeks to provide students with the knowledge, skills and … 
should provide their students with the fundamental tools to succeed academically and in life. It is …",https://search.proquest.com/openview/fb91d6e0805041360c0de263cc0317ca/1.pdf?pq-origsite=gscholar&cbl=2035011,True
[PDF][PDF] Entrepreneurial school projects in eu's erasmus+ program: An evaluation with regard to standards of entrepreneurship education,"G Seeber - Journal of Entrepreneurship Education, 2021 - researchgate.net",2021 - researchgate.net,,"… education, while before it had mostly been part of business training courses and … arrangements 
in entrepreneurship education. Additional research tasks for the students provide best …",https://www.researchgate.net/profile/Guenther-Seeber/publication/351357389_ENTREPRENEURIAL_SCHOOL_PROJECTS_IN_EU'S_ERASMUS_PROGRAM_AN_EVALUATION_WITH_REGARD_TO_STANDARDS_OF_ENTREPRENEURSHIP_EDUCATION/links/6093a182a6fdccaebd0dfa32/ENTREPRENEURIAL-SCHOOL-PROJECTS-IN-EUS-ERASMUS-PROGRAM-AN-EVALUATION-WITH-REGARD-TO-STANDARDS-OF-ENTREPRENEURSHIP-EDUCATION.pdf,True
Distance Entrepreneurship Education as an Essential Strategy to Empower Indonesian Migrant Workers,A Tanan - 2012 - dspace.uc.ac.id,A Tanan - 2012 - dspace.uc.ac.id,,"… entrepreneurship training is to empower learners to be entrepreneurs and when this learning 
process is delivered by online learning it will create much more flexibility. The training can …",https://dspace.uc.ac.id/handle/123456789/143,True
Promoting entrepreneurship among informatics engineering students: insights from a case study,"JM Fernandes, P Afonso, V Fonte, V Alves… - … Education, 2017 - Taylor & Francis",2017 - Taylor & Francis,,"… Nevertheless, the literature in entrepreneurship education lacks … It seeks to instil in students 
the need to reconcile the … team shall provide a requirements document and a business plan (…",https://www.tandfonline.com/doi/abs/10.1080/03043797.2016.1197891,True
Breathing space or hiding place? Graduate entrepreneurs' perspectives of entrepreneurship education in Ireland,M Fenton - 2013 - doras.dcu.ie,M Fenton - 2013 - doras.dcu.ie,,"… In a focused approach, faculty and students are situated exclusively in the Business School 
… Typically, EE is delivered by Business School lecturers, therefore, it is expected that a …",https://doras.dcu.ie/22515/,True
Some Thoughts on Entrepreneurship Education in Chinese Colleges and Universities,"K Hou, M La - 6th International Conference on Education Reform …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… It focuses on strengthening its entrepreneurship education … as to provide high-quality 
entrepreneurship education content … that students who receive entrepreneurship education can …",https://www.atlantis-press.com/proceedings/ermm-21/125956572,True
Dual Learning Space in Undergraduate Entrepreneurship Education: A Framework Proposal,"GJ Larios-Hernandez, I Lopez-Castro - … Entrepreneurship Education …, 2022 - Springer",2022 - Springer,,"… Hence, it would be reasonable to expect that the closer HE students’ experience is to real-life 
setting, … to support the delivery of experiential entrepreneurship education. Journal of Small …",https://link.springer.com/chapter/10.1007/978-3-030-87865-8_7,True
[PDF][PDF] Effective Implementation of Entrepreneurship Education Curriculum in Nigeria Senior Secondary Schools for Job Creation and Sustainable Development,"HM MUSA, RO ALIYU - researchgate.net",RO ALIYU - researchgate.net,,"… This decision is of great importance to provide students with skills and functional education 
… provided, it might be difficult for the teacher to deliver and equally for the learners to learn. …",https://www.researchgate.net/profile/Musa-Hazrat/publication/364162443_Effective_Implementation_of_Entrepreneurship_Education_Curriculum_in_Nigeria_Senior_Secondary_Schools_for_Job_Creation_and_Sustainable_Development/links/633ced01ff870c55cefe7623/Effective-Implementation-of-Entrepreneurship-Education-Curriculum-in-Nigeria-Senior-Secondary-Schools-for-Job-Creation-and-Sustainable-Development.pdf,True
When pedagogic worlds collide: Reflections on a Pan-european entrepreneurship education project,"K Penney, D Bibikas, T Vorley, R Wapshott - … on Enterprise Education, 2018 - Springer",2018 - Springer,,"… of European ICT entrepreneurship education and training … differences among our 
entrepreneurship students’, and this is … In this way we provide further evidence as to the value of …",https://link.springer.com/chapter/10.1007/978-3-319-90005-6_13,True
The challenges of entrepreneurship education: a case study at a selected Ghanaian higher educational institution,M Obeng-Koranteng - 2021 - uir.unisa.ac.za,M Obeng-Koranteng - 2021 - uir.unisa.ac.za,,"… and students impacted on entrepreneurship education at the … It is believed that the findings 
from such research will provide a … , students of the institution’s entrepreneurship education …",https://uir.unisa.ac.za/handle/10500/27539,True
[CITATION][C] Problems existing in entrepreneurship education in colleges and universities under the new situation of employment and discussion on countermeasures,"X Yao, LC He - Management, Information and educational engineering, 2015",2015,,,,True
"Student Perception in Entrepreneurship Education In the Tourism Sector at Tourism Department, Politeknik Negeri Padang","RK Dewi, A Afifah, Y Suryani - … Education, Economics, Business …, 2019 - atlantis-press.com",2019 - atlantis-press.com,,"… , although it is not yet known how the students perceive this … find out the success of 
entrepreneurial education as it can be a … as a whole provide an illustration that travel bureau …",https://www.atlantis-press.com/proceedings/piceeba2-18/125907979,True
[PDF][PDF] QUALITY ASSURANCE: KEY TO SUSTAINABLE ENTREPRENEURSHIP EDUCATION,"PE Obi, RN Nwariwe - globalacademicgroup.com",RN Nwariwe - globalacademicgroup.com,,"… entrepreneurship education in all the educational level is to inculcate in the students creative 
abilities as well as provide … Entrepreneurship education can only be sustained when it is …",https://www.globalacademicgroup.com/journals/the%20nigerian%20academic%20forum/V28N1P29_2021_NAF.pdf,True
Research on the Employment and Entrepreneurship Education of University Students under the New Circumstance,"L Zhuang - 2016 4th International Education, Economics, Social …, 2016 - atlantis-press.com",2016 - atlantis-press.com,,"… entrepreneurship education of the university students in the new circumstance to provide … 
From which we can draw such a revelation, it is that college students must have a conscious …",https://www.atlantis-press.com/proceedings/ieesasm-16/25861389,True
Using Interactive Control System in Entrepreneurship Education: Case Study in Higher Education,"W EDR, EB Santoso - 2015 - dspace.uc.ac.id",EB Santoso - 2015 - dspace.uc.ac.id,,"… of information to evaluate the student progress, we call it triangulation method. Many of the 
… I provide mentoring time in the class, Line (social media) and discussion in informal moment …",https://dspace.uc.ac.id/handle/123456789/1103,True
Barriers to Entrepreneurship Education for Disabilities in Indonesia,"I Zutiasari, WP Rahayu, JA Martha… - BISTIC Business …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… that entrepreneurship education is not business education so that it can be studied by all 
students … To provide learning for people with disabilities, it must be adjusted to each of their …",https://www.atlantis-press.com/proceedings/bistic-21/125963896,True
Strategic Communication of Entrepreneurship Education for Digital Generation,"L Mardiana, FE Nilawati, R Zulfiningrum… - Brawijaya International …, 2020 - atlantis-press.com",2020 - atlantis-press.com,,"… The process of delivering entrepreneurship education is … in tertiary institutions is not without 
challenges, it is not easy to … that entrepreneurship education is expected to train students to …",https://www.atlantis-press.com/proceedings/bicmst-20/125945384,True
"[PDF][PDF] The purpose of this chapter is to introduce the concept of entrepreneurship education and explain its background, track record and delivery methods. Once this …",JA Katz - researchgate.net,JA Katz - researchgate.net,,"… in business school settings, both entrepreneurship and nonentrepreneurship students both 
… Having provided an overview of entrepreneurship education and training in it major varieties, …",https://www.researchgate.net/profile/Jerome-Katz/publication/232536795_Education_and_Training_in_Entrepreneurship/links/562c657b08aef25a2441d0c5/Education-and-Training-in-Entrepreneurship.pdf,True
ENTREPRENEURSHIP EDUCATION FOR UNDERGRADUATE STUDENTS,"J Aguilera-Caracuel - ICERI2013 Proceedings, 2013 - library.iated.org",2013 - library.iated.org,,"… provide the technical and business skills needed to start a new venture. To do so, we provide 
students … favorable attitudes towards entrepreneurial situations, and it fosters new career …",https://library.iated.org/view/AGUILERACARACUEL2013ENT,True
"… to practice in university entrepreneurship support: Strengthening entrepreneurship and local economic development in Eastern Germany: Youth, entrepreneurship …","AR Hofer, J Potter, A Fayolle, M Gulbrandsen… - 2010 - oecd-ilibrary.org",M Gulbrandsen… - 2010 - oecd-ilibrary.org,,"… With regard to the overall entrepreneurship support system, it … entrepreneurship education 
and graduate entrepreneurship … deliver entrepreneurship skills programmes, and to innovate …",https://www.oecd-ilibrary.org/industry-and-services/from-strategy-to-practice-in-university-entrepreneurship-support_5km7rq1xvnxp-en,True
[PDF][PDF] Libraries and Arts Entrepreneurship Education,"J Roberts - … of Arts Entrepreneurship Education, 2020 - digitalcommons.memphis.edu",2020 - digitalcommons.memphis.edu,,"… a space, but it is important for what it is able to offer. … provide raw data about the numbers 
of students or members of the community who have sought information about entrepreneurship …",https://digitalcommons.memphis.edu/cgi/viewcontent.cgi?article=1012&context=jaee,True
[HTML][HTML] Study on Resource Sharing Strategy of e-Commerce Innovation and Entrepreneurship Education Based on Cloud Computing,"Q Cao - Scientific Programming, 2021 - hindawi.com",2021 - hindawi.com,,"… and hopes to provide more … and entrepreneurship education resource sharing platform, it 
mainly includes administrator and user roles, among which the user includes teachers, students…",https://www.hindawi.com/journals/sp/2021/8268000/,True
IMPLEMENTATION OF ENTREPRENEURSHIP EDUCATION CURRICULUM CONTENT TOWARDS UNEMPLOYMENT REDUCTION AMONG UNIVERSITIES …,"PO Nedum-Ogbede - Nigerian Journal of Business Education  …, 2018 - nigjbed.com.ng",2018 - nigjbed.com.ng,,"… have not been entrepreneurs (they are just interlopers), it seems … delivery in the methodology 
of entrepreneurship education … (students-oriented) that would make students acquire …",http://nigjbed.com.ng/index.php/nigjbed/article/view/106,True
Entrepreneurship Education in Private Higher Learning Institutions of Rwanda: Teacher Perspective,"E HAKIZIMANA, EV Swai - East African Journal Science, 2019 - eajst.unilak.ac.rw",2019 - eajst.unilak.ac.rw,,"… with pedagogy of entrepreneurship education as it has been … provide entrepreneurship 
education, direct teaching … , skills and values to the learners to develop innovative ideas and …",http://eajst.unilak.ac.rw:8090/index.php/east/article/view/99,True
Entrepreneurship Education and Entrepreneurial Skills of Science Education Students in Federal University of Technology Minna. Implication for Sustainable National …,"E Osebor, P Duru, T Michael, MR Bello - 2016 - repository.futminna.edu.ng",MR Bello - 2016 - repository.futminna.edu.ng,,"… students at least once Each academic session. The successful entrepreneurs and experts in 
biology to be invited to deliver … is very important in our Educational system, it is necessary for …",http://repository.futminna.edu.ng:8080/jspui/handle/123456789/9630,True
BUILDING MULTICULTURAL-BASED ENTREPRENEURSHIP EDUCATION: A CURRICULUM REVIEW,"A Sholeh, S Priatmoko… - Proceeding of …, 2023 - conferences.uin-malang.ac.id",2023 - conferences.uin-malang.ac.id,,"… ' entrepreneurship curriculum was designed to provide broad opportunities for students to 
develop entrepreneurial … Likewise with research on entrepreneurship education, so far it has …",http://conferences.uin-malang.ac.id/index.php/ICONETOS/article/view/2120,True
Separation and Integration of Music Education and Innovation and Entrepreneurship Education,"L An - International Journal of Education and Humanities, 2022 - drpress.org",2022 - drpress.org,,"… It needs to be developed into an educational form with … and entrepreneurship education 
requires students to be … entrepreneurship education, provide entrepreneurial knowledge and …",https://drpress.org/ojs/index.php/ijeh/article/view/1805,True
Experiences From University Entrepreneurship Education: Using a Broader Perspective,"T Arctaedius, A Nilsson, K Hjertzell - … and Entrepreneurship, 2020 - books.google.com",2020 - books.google.com,,"… The paper is organized as follows: first we provide an introduction … and university innovation 
strategy as it enables us to be … In addition, the students are asked to repeatedly deliver the …",https://books.google.com/books?hl=en&lr=&id=GB4EEAAAQBAJ&oi=fnd&pg=PA75&dq=deliver+entrepreneurship+education+to+ict+students&ots=lmhQXHhMSw&sig=B2dd0A3ijwb37QTBvwu-fg45-As,True
Student Engagement in Entrepreneurship Education Programs: a Comparison between the Ca'Foscari Contamination Lab and the Australian eChallenge.,A Da Rin Zanco - 2018 - 157.138.7.91,A Da Rin Zanco - 2018 - 157.138.7.91,,"… whole person learning, since it aims to provide students with attitudes, skills and knowledge 
… education. Engagement is essential in the delivery of entrepreneurship education; for this …",http://157.138.7.91/handle/10579/13812,True
"Towards a model of early entrepreneurial education: appreciation, facilitation and evaluation","E Unterfrauner, C Voigt, S Schön - Methodologies and Intelligent Systems …, 2019 - Springer",2019 - Springer,,"… It explores further the pedagogical value of making in … Finally we will deliver an assessment 
framework for analysing … : “Entrepreneurship education is about learners developing the …",https://link.springer.com/chapter/10.1007/978-3-319-98872-6_17,True
[PDF][PDF] Inheritance and Innovation: Research on the Construction of Cultural Ecology System of Higher Vocational Entrepreneurship Education,"L Sha, Y Rui, L Rui - 2019 - webofproceedings.org",L Rui - 2019 - webofproceedings.org,,"… entrepreneurship education has both instrumental value and spiritual value. It can not only 
provide entrepreneurship … opinion support for Higher Vocational students, but also improve …",https://www.webofproceedings.org/proceedings_series/ESSP/ETMHS%202019/ETMHS19132.pdf,True
[HTML][HTML] Validating survey instruments to measure entrepreneurship education outcomes for undergraduate students,"HL Dominguez, P Shekhar - 2022 Spring ASEE Middle Atlantic …, 2022 - peer.asee.org",2022 - peer.asee.org,,"… outcomes, it is critical to have valid and reliable assessment instruments. In this paper, we … 
provide survey instruments that can be used for assessment in entrepreneurship education in …",https://peer.asee.org/validating-survey-instruments-to-measure-entrepreneurship-education-outcomes-for-undergraduate-students,True
[PDF][PDF] Entrepreneurship education at universities: scope and challenges,"B Musindo - … Africa Journal of Education, Science and Technology, 2006 - ajol.info",2006 - ajol.info,,"… challenges faced in the delivery of entrepreneurship education. The discussion herein seeks 
to … they would make it easier for students to understand business and to provide them with …",https://www.ajol.info/index.php/sajest/article/view/39797/91029,True
[CITATION][C] ENTREPRENEURSHIP EDUCATION,"K LES, N UJ - Journal of Advance Academic Research, 2012 - Citeseer",2012 - Citeseer,,,,True
"Entrepreneurship Education and Entrepreneur Development in Malaysian Higher Education: Policy, Challenges and Way Forward","S Hamidon - ASEAN Entrepreneurship Journal (AEJ), 2012 - ir.uitm.edu.my",2012 - ir.uitm.edu.my,,"… provide strong support to develop student entrepreneurship so as to create a sustainable … 
entrepreneurship education is all about. Some see it narrowly as an effort to teach students …",https://ir.uitm.edu.my/id/eprint/13927/,True
"[BOOK][B] E-Entrepreneurship and ICT Ventures: Strategy, Organization and Technology: Strategy, Organization and Technology","T Kollmann, A Kuckertz - 2010 - books.google.com",A Kuckertz - 2010 - books.google.com,,"… explores entrepreneurship education through the lens of ICT-… The aim of the chapter is to 
provide a better understanding of … In this case study presented, learners extol the benefits of ICT…",https://books.google.com/books?hl=en&lr=&id=am8jPMzuU3MC&oi=fnd&pg=PR1&dq=deliver+entrepreneurship+education+to+ict+students&ots=XUvSaffs7b&sig=VetmAb5YewkYkMaBacPEjMKI8jg,True
[CITATION][C] 'Mind the Gap: A Mapping of Entrepreneurship Education Literature relating to Early Childhood Education'.,"T Murray, D Breda Kenny, H McGuirk, TM Cooney - hincks.cit.ie",TM Cooney - hincks.cit.ie,,"… As such it can suggested that entrepreneurship education at … The purpose of the scoping 
review was to provide a greater … are relevant to the needs of learners, society and the economy, …",https://hincks.cit.ie/contentFiles/newsImages/News%202022/Presentations/ISBE%202022%20Mind%20the%20Gap%20A%20Mapping%20of%20Entrepreneurship%20Education%20Literature%20relating%20to%20Early%20Childhood%20Education.pdf,True
[PDF][PDF] Do the approaches to entrepreneurship education,"N Afriyie, R Boohene - Universities, Entrepreneurship and Devolopment in … - core.ac.uk",Entrepreneurship and Devolopment in … - core.ac.uk,,"… ship and entrepreneurial intention on a cohort of 292 respondents consisting of students who 
have studied entrepreneurship … above it can be argued that entrepreneurship education at …",https://core.ac.uk/download/pdf/85165167.pdf#page=85,True
Coping with and Analysing Factors Impacting Omani Colleges Students' Entrepreneurial Intent during Covid-19 Pandemic,"M Mustafa - … Journal of Computer and Mathematics Education  …, 2021 - turcomat.org",2021 - turcomat.org,,"… affect student perceptions of entrepreneurship education. … At the point when individuals 
establish another business, it is … Provide students with the means to get information about start…",https://www.turcomat.org/index.php/turkbilmat/article/view/7225,True
[HTML][HTML] Pedagogical invention in entrepreneurship education: adopting a critical approach in the classroom,"K Verduijn, K Berglund - International Journal of Entrepreneurial …, 2020 - emerald.com",2020 - emerald.com,,"… include entrepreneurship educators engaging students as co-… an alternative to how 
entrepreneur/ship could function – for … , as entrepreneurship educators we can learn about what it …",https://www.emerald.com/insight/content/doi/10.1108/IJEBR-04-2018-0274/full/html,True
An effective teaching pedagogy in changing business education,"N Nawaz, AM Gomes - Journal of Education and Practice, 2014 - papers.ssrn.com",2014 - papers.ssrn.com,,"… through entrepreneurship education it is possible to develop entrepreneurial intentions among 
the students… and concluded that the educational institutions have to deliver high quality of …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3520322,True
Application of Digital Entrepreneurship Education in the Digital Library Marketing Course,"S Rohaya, FT Haryadi, AB Raya - IJID (International Journal on … - ejournal.uin-suka.ac.id",AB Raya - IJID (International Journal on … - ejournal.uin-suka.ac.id,,"… it generates and utilizes knowledge as an entrepreneurial … understood by students to have 
entrepreneurship knowledge … We also represent the teachers who will deliver the education…",https://ejournal.uin-suka.ac.id/saintek/ijid/article/view/3653,True
[PDF][PDF] Gender-Smart Entrepreneurship Education & Training Plus (GEET+),"B Orser, C Elliott - Report, University of Ottawa, CA, June, 2020 - researchgate.net",2020 - researchgate.net,,"… re-think how they deliver entrepreneurship education and training. … It is our hope that the 
GEET+ report will facilitate … These insights will enhance entrepreneurs’ and students’ learning …",https://www.researchgate.net/profile/Barbara-Orser/publication/344237394_Gender-Smart_Entrepreneurship_Education_Training_Plus_GEET/links/5f5f5010299bf1d43c01e491/Gender-Smart-Entrepreneurship-Education-Training-Plus-GEET.pdf,True
[PDF][PDF] Nexus of ICT & Entrepreneurship Education in Nigeria: A Review,"MM Suleiman, J Musa, M Babayo, HSB Zuwo - 2020 - researchgate.net",HSB Zuwo - 2020 - researchgate.net,,"… relationship between ICT and entrepreneurship education in Nigeria. Small business growth… 
It explains exciting and innovative ways to provide students with global access to information…",https://www.researchgate.net/profile/Muhammad-Suleiman-9/publication/343725920_International_Journal_of_Research_Nexus_of_ICT_Entrepreneurship_Education_in_Nigeria_A_Review/links/5f3c43fa299bf13404cecee0/International-Journal-of-Research-Nexus-of-ICT-Entrepreneurship-Education-in-Nigeria-A-Review.pdf,True
[PDF][PDF] Managing Human Resources for Entrepreneurship Education and Graduate's Productivity in South-South Nigeria,"SI Efanga, NA Oleforo - Journal of Education and Human Development, 2014 - jehdnet.com",2014 - jehdnet.com,,"… of entrepreneurship education in present day Africa is to provide courses in basic ICT 
knowledge … Students’ perception of entrepreneurship education in higher institutions and poverty …",http://jehdnet.com/journals/jehd/Vol_3_No_4_December_2014/26.pdf,True
… STRATEGIES ON TRADE AND ENTREPRENEURSHIP EDUCATION FOR SECONDARY SCHOOL STUDENTS'EMPLOYABILITY SKILLS ACQUISITION IN DELTA …,"CA Iloh, JN Diabuah, FO Onajite… - … and Entrepreneurship …, 2022 - ajemates.org",2022 - ajemates.org,,"… Informal artisanship shall be used to provide training opportunities for students at the … , 
funds to support the teaching of trade and entrepreneurship education subjects, ICT equipment …",https://www.ajemates.org/index.php/ajemates/article/view/188,True
